"txn_id","posting_date","account_code","cost_centre","customer_id","currency_code","amount","description","source_system"
"594","2026-04-24","41023","CC004","1020","GBP","45326.12","GL posting 594","ERP"
"595","2026-06-21","41017","CC020","1008","CHF","33094.37","GL posting 595","ERP"
"596","2026-02-19","41035","CC012","1128","EUR","24552.78","GL posting 596","ERP"
"597","2026-02-22","41041","CC014","1112","USD","13190.53","GL posting 597","ERP"
"598","2026-03-01","41043","CC008","1195","JPY","-2470.6","GL posting 598","ERP"
"599","2026-03-02","41004","CC008","1100","USD","8257.07","GL posting 599","ERP"
"600","2026-01-09","41016","CC018","1126","USD","20417.43","GL posting 600","ERP"
"601","2026-01-04","41042","CC016","1081","EUR","33168.31","GL posting 601","ERP"
"602","2026-01-23","41046","CC008","1025","CHF","13223.48","GL posting 602","ERP"
"603","2026-01-24","41015","CC006","1136","USD","23869.66","GL posting 603","ERP"
"604","2026-06-17","41010","CC019","1040","EUR","-385.97","GL posting 604","ERP"
"605","2026-02-20","41033","CC010","1073","JPY","13785.37","GL posting 605","ERP"
"606","2026-01-18","41002","CC011","1072","CHF","33883.69","GL posting 606","ERP"
"607","2026-01-02","41017","CC006","1072","CHF","42705.55","GL posting 607","ERP"
"608","2026-06-23","41035","CC007","1054","JPY","5237.52","GL posting 608","ERP"
"609","2026-04-10","41000","CC009","1147","JPY","9245.24","GL posting 609","ERP"
"610","2026-01-01","41028","CC003","1143","JPY","30339.53","GL posting 610","ERP"
"611","2026-01-25","41003","CC008","1080","USD","18371.23","GL posting 611","ERP"
"612","2026-04-01","41014","CC011","1053","EUR","39490.43","GL posting 612","ERP"
"613","2026-03-13","41012","CC018","1040","GBP","19227.04","GL posting 613","ERP"
"614","2026-06-04","41032","CC006","1161","CHF","-2320.99","GL posting 614","ERP"
"615","2026-04-04","41045","CC013","1019","USD","2243.11","GL posting 615","ERP"
"616","2026-03-12","41031","CC006","1118","USD","10321.25","GL posting 616","ERP"
"617","2026-04-18","41033","CC002","1080","EUR","18191.78","GL posting 617","ERP"
"618","2026-07-08","41015","CC011","1011","JPY","35724.22","GL posting 618","ERP"
"619","2026-03-31","41020","CC016","1183","CHF","27030.24","GL posting 619","ERP"
"620","2026-04-29","41030","CC010","1043","CHF","43563.17","GL posting 620","ERP"
"621","2026-01-29","41042","CC012","1060","GBP","12289.11","GL posting 621","ERP"
"622","2026-03-30","41043","CC014","1128","JPY","48035.56","GL posting 622","ERP"
"623","2026-01-28","41035","CC020","1196","CHF","36495.17","GL posting 623","ERP"
"624","2026-04-20","41008","CC011","1000","JPY","-3099.56","GL posting 624","ERP"
"625","2026-05-24","41011","CC016","1038","GBP","1178.12","GL posting 625","ERP"
"626","2026-01-17","41039","CC016","1016","CHF","28438.26","GL posting 626","ERP"
"627","2026-02-24","41035","CC004","1019","JPY","37140.2","GL posting 627","ERP"
"628","2026-03-25","41027","CC003","1077","JPY","41108.05","GL posting 628","ERP"
"629","2026-02-16","41029","CC006","1121","USD","6893.12","GL posting 629","ERP"
"630","2026-07-11","41018","CC019","1140","GBP","9966.91","GL posting 630","ERP"
"631","2026-02-14","41036","CC019","1174","EUR","13395.48","GL posting 631","ERP"
"632","2026-04-30","41046","CC014","1060","GBP","-2753.78","GL posting 632","ERP"
"633","2026-06-28","41029","CC018","1088","JPY","46448.46","GL posting 633","ERP"
"634","2026-07-21","41044","CC010","1038","CHF","49399.95","GL posting 634","ERP"
"635","2026-03-04","41039","CC008","1085","JPY","-2904.18","GL posting 635","ERP"
"636","2026-02-27","41012","CC003","1116","USD","47414.74","GL posting 636","ERP"
"637","2026-01-17","41049","CC001","1015","EUR","33775.86","GL posting 637","ERP"
"638","2026-07-28","41047","CC007","1184","EUR","46634","GL posting 638","ERP"
"639","2026-05-07","41032","CC003","1027","JPY","37297.97","GL posting 639","ERP"
"640","2026-03-26","41046","CC019","1193","CHF","5041.77","GL posting 640","ERP"
"641","2026-03-19","41038","CC007","1126","GBP","29377.98","GL posting 641","ERP"
"642","2026-03-13","41022","CC012","1146","JPY","7403.71","GL posting 642","ERP"
"643","2026-07-16","41017","CC010","1053","USD","15711.57","GL posting 643","ERP"
"644","2026-02-25","41041","CC011","1186","GBP","14798.37","GL posting 644","ERP"
"645","2026-04-23","41036","CC016","1111","GBP","12132.71","GL posting 645","ERP"
"646","2026-01-20","41045","CC013","1001","EUR","4204.47","GL posting 646","ERP"
"647","2026-06-10","41027","CC015","1071","GBP","14566.79","GL posting 647","ERP"
"648","2026-07-06","41049","CC010","1158","GBP","38371.93","GL posting 648","ERP"
"649","2026-05-20","41014","CC015","1188","CHF","23255","GL posting 649","ERP"
"650","2026-03-19","41015","CC017","1117","USD","12607.3","GL posting 650","ERP"
"651","2026-07-24","41007","CC016","1052","CHF","39085.91","GL posting 651","ERP"
"652","2026-03-01","41049","CC003","1122","GBP","-2930.93","GL posting 652","ERP"
"653","2026-06-28","41005","CC014","1112","GBP","-533.04","GL posting 653","ERP"
"654","2026-05-31","41019","CC009","1169","JPY","27995.12","GL posting 654","ERP"
"655","2026-06-08","41032","CC020","1176","JPY","13321.3","GL posting 655","ERP"
"656","2026-02-04","41034","CC007","1153","USD","30585.82","GL posting 656","ERP"
"657","2026-01-14","41037","CC009","1057","GBP","11674.21","GL posting 657","ERP"
"658","2026-01-16","41009","CC018","1170","CHF","32002.89","GL posting 658","ERP"
"659","2026-02-02","41039","CC017","1149","EUR","74","GL posting 659","ERP"
"660","2026-06-01","41002","CC014","1098","GBP","15310.3","GL posting 660","ERP"
"661","2026-02-13","41005","CC017","1005","CHF","19004.17","GL posting 661","ERP"
"662","2026-05-04","41014","CC014","1185","JPY","14095.29","GL posting 662","ERP"
"663","2026-03-10","41010","CC003","1004","EUR","45144.93","GL posting 663","ERP"
"664","2026-07-07","41002","CC003","1045","EUR","26334.6","GL posting 664","ERP"
"665","2026-05-12","41022","CC011","1161","JPY","9700.85","GL posting 665","ERP"
"666","2026-03-08","41023","CC019","1095","EUR","3892.77","GL posting 666","ERP"
"667","2026-07-30","41038","CC015","1160","CHF","-1498.94","GL posting 667","ERP"
"668","2026-07-11","41011","CC001","1156","JPY","23598.26","GL posting 668","ERP"
"669","2026-05-10","41021","CC009","1145","CHF","24452.95","GL posting 669","ERP"
"670","2026-07-08","41048","CC019","1025","GBP","42643.75","GL posting 670","ERP"
"671","2026-02-25","41003","CC017","1001","JPY","-2667.79","GL posting 671","ERP"
"672","2026-04-14","41000","CC012","1194","USD","10055.68","GL posting 672","ERP"
"673","2026-06-27","41018","CC004","1040","EUR","29645.29","GL posting 673","ERP"
"674","2026-03-04","41041","CC018","1078","EUR","17658.53","GL posting 674","ERP"
"675","2026-04-12","41049","CC010","1141","EUR","21887.44","GL posting 675","ERP"
"676","2026-06-24","41006","CC013","1160","CHF","33485.15","GL posting 676","ERP"
"677","2026-05-22","41014","CC004","1020","GBP","10587.16","GL posting 677","ERP"
"678","2026-01-26","41019","CC014","1083","USD","27685.63","GL posting 678","ERP"
"679","2026-02-28","41004","CC015","1101","GBP","23999.11","GL posting 679","ERP"
"680","2026-02-07","41024","CC012","1087","GBP","4859.06","GL posting 680","ERP"
"681","2026-03-26","41030","CC001","1062","GBP","-3847.05","GL posting 681","ERP"
"682","2026-03-23","41043","CC014","1030","JPY","505.15","GL posting 682","ERP"
"683","2026-03-03","41005","CC017","1097","CHF","46254.85","GL posting 683","ERP"
"684","2026-04-23","41049","CC005","","EUR","3642.65","GL posting 684","ERP"
"685","2026-07-30","41032","CC003","1151","CHF","10150.7","GL posting 685","ERP"
"686","2026-06-24","41031","CC001","1085","CHF","47471.34","GL posting 686","ERP"
"687","2026-06-21","41031","CC001","1056","CHF","21859.64","GL posting 687","ERP"
"688","2026-04-09","41043","CC013","1185","GBP","16403.23","GL posting 688","ERP"
"689","2026-03-05","41019","CC010","1161","GBP","-32.12","GL posting 689","ERP"
"690","2026-03-21","41043","CC003","1069","EUR","27843.34","GL posting 690","ERP"
"691","2026-06-19","41037","CC019","1186","CHF","9353.13","GL posting 691","ERP"
"692","2026-02-07","41035","CC020","1037","USD","23856.04","GL posting 692","ERP"
"693","2026-03-13","41047","CC020","1197","GBP","12317.12","GL posting 693","ERP"
"694","2026-04-28","41021","CC011","1089","JPY","25654.08","GL posting 694","ERP"
"695","2026-04-29","41017","CC001","1030","USD","28341.21","GL posting 695","ERP"
"696","2026-01-30","41048","CC004","1067","EUR","31038.89","GL posting 696","ERP"
"697","2026-01-01","41039","CC012","1173","USD","19171.56","GL posting 697","ERP"
"698","2026-06-28","41019","CC013","1000","CHF","47507.5","GL posting 698","ERP"
"699","2026-03-03","41017","CC009","1172","GBP","29468.27","GL posting 699","ERP"
"700","2026-01-31","41016","CC006","1144","CHF","8086.39","GL posting 700","ERP"
"701","2026-07-10","41005","CC003","1165","JPY","20397.49","GL posting 701","ERP"
"702","2026-07-06","41002","CC010","1115","CHF","32406.92","GL posting 702","ERP"
"703","2026-06-19","41027","CC012","1038","EUR","-3142.73","GL posting 703","ERP"
"704","2026-01-11","41017","CC018","1190","JPY","20757.12","GL posting 704","ERP"
"705","2026-01-26","41008","CC020","1112","EUR","38619.06","GL posting 705","ERP"
"706","2026-05-13","41037","CC017","1005","CHF","42357.52","GL posting 706","ERP"
"707","2026-06-12","41013","CC001","1179","GBP","4935.48","GL posting 707","ERP"
"708","2026-05-08","41033","CC011","1027","EUR","-62.6","GL posting 708","ERP"
"709","2026-06-13","41035","CC002","1123","EUR","6982.99","GL posting 709","ERP"
"710","2026-07-05","41035","CC007","1061","GBP","6620.14","GL posting 710","ERP"
"711","2026-05-04","41033","CC016","1188","CHF","22239.4","GL posting 711","ERP"
"712","2026-03-22","41043","CC008","1063","JPY","38919.29","GL posting 712","ERP"
"713","2026-05-16","41030","CC003","1057","GBP","19820.9","GL posting 713","ERP"
"714","2026-02-10","41040","CC006","1068","EUR","6026.45","GL posting 714","ERP"
"715","2026-02-22","41001","CC001","1154","GBP","48938.06","GL posting 715","ERP"
"716","2026-03-23","41013","CC019","1180","USD","29843.23","GL posting 716","ERP"
"717","2026-03-30","41043","CC006","1029","GBP","40390.41","GL posting 717","ERP"
"718","2026-04-18","41029","CC003","1071","EUR","1505.49","GL posting 718","ERP"
"719","2026-06-08","41020","CC001","1169","CHF","23618.4","GL posting 719","ERP"
"720","2026-01-10","41024","CC020","1008","GBP","41771.25","GL posting 720","ERP"
"721","2026-05-21","41021","CC007","1041","EUR","17110.14","GL posting 721","ERP"
"722","2026-01-03","41045","CC008","1026","EUR","3745.74","GL posting 722","ERP"
"723","2026-04-11","41020","CC008","1161","JPY","40851.44","GL posting 723","ERP"
"724","2026-06-20","41022","CC007","1155","JPY","-3961.29","GL posting 724","ERP"
"725","2026-04-30","41035","CC004","1004","GBP","21320.35","GL posting 725","ERP"
"726","2026-07-17","41043","CC001","1088","USD","48997.8","GL posting 726","ERP"
"727","2026-06-03","41006","CC015","1021","GBP","12029.1","GL posting 727","ERP"
"728","2026-05-14","41016","CC007","1026","JPY","25699.44","GL posting 728","ERP"
"729","2026-03-12","41045","CC005","1025","EUR","6202.62","GL posting 729","ERP"
"730","2026-04-06","41020","CC017","1192","EUR","39557.33","GL posting 730","ERP"
"731","2026-02-25","41049","CC006","1178","GBP","24393.62","GL posting 731","ERP"
"732","2026-01-16","41030","CC017","1003","GBP","11905.02","GL posting 732","ERP"
"733","2026-06-30","41041","CC016","1176","USD","21280.67","GL posting 733","ERP"
"734","2026-04-14","41045","CC014","1021","GBP","17111.52","GL posting 734","ERP"
"735","2026-03-10","41039","CC018","1042","EUR","46038.92","GL posting 735","ERP"
"736","2026-01-13","41046","CC018","","GBP","43722.34","GL posting 736","ERP"
"737","2026-07-08","41017","CC001","1189","EUR","29217.97","GL posting 737","ERP"
"738","2026-02-22","41044","CC011","1050","CHF","-3193.27","GL posting 738","ERP"
"739","2026-01-29","41043","CC012","1032","JPY","12289.72","GL posting 739","ERP"
"740","2026-05-29","41044","CC002","1108","CHF","41492.14","GL posting 740","ERP"
"741","2026-04-05","41002","CC007","1021","USD","35512.95","GL posting 741","ERP"
"742","2026-03-04","41041","CC005","1012","JPY","18479.2","GL posting 742","ERP"
"743","2026-01-09","41028","CC017","1052","EUR","18128.06","GL posting 743","ERP"
"744","2026-01-08","41009","CC012","1128","USD","40310.77","GL posting 744","ERP"
"745","2026-01-02","41039","CC015","1009","CHF","19013.01","GL posting 745","ERP"
"746","2026-07-07","41006","CC005","1142","USD","44886.65","GL posting 746","ERP"
"747","2026-06-12","41031","CC002","1026","CHF","35301.79","GL posting 747","ERP"
"748","2026-03-27","41024","CC001","1158","GBP","23020.62","GL posting 748","ERP"
"749","2026-02-01","41038","CC006","1108","JPY","44314.7","GL posting 749","ERP"
"750","2026-07-26","41044","CC016","1139","USD","6997.28","GL posting 750","ERP"
"751","2026-06-24","41041","CC006","1015","JPY","48623.62","GL posting 751","ERP"
"752","2026-02-23","41010","CC007","1043","USD","36609.76","GL posting 752","ERP"
"753","2026-04-26","41017","CC020","1165","JPY","46293.55","GL posting 753","ERP"
"754","2026-04-22","41042","CC017","1016","CHF","14341.1","GL posting 754","ERP"
"755","2026-04-23","41002","CC015","1022","EUR","43255.11","GL posting 755","ERP"
"756","2026-03-15","41024","CC009","1172","JPY","8641.18","GL posting 756","ERP"
"757","2026-05-22","41041","CC011","1009","GBP","45934.37","GL posting 757","ERP"
"758","2026-03-14","41046","CC014","1069","EUR","3146.93","GL posting 758","ERP"
"759","2026-03-23","41021","CC006","1098","GBP","38764.65","GL posting 759","ERP"
"760","2026-06-16","41036","CC015","1150","USD","5016.48","GL posting 760","ERP"
"761","2026-03-31","41044","CC009","1063","USD","8098.95","GL posting 761","ERP"
"762","2026-07-08","41028","CC011","1137","CHF","30569.54","GL posting 762","ERP"
"763","2026-02-20","41032","CC014","1149","JPY","-3540.67","GL posting 763","ERP"
"764","2026-04-28","41017","CC012","1137","CHF","10921.76","GL posting 764","ERP"
"765","2026-05-26","41022","CC002","1161","GBP","44963.34","GL posting 765","ERP"
"766","2026-01-19","41032","CC018","1042","CHF","44961.96","GL posting 766","ERP"
"767","2026-05-04","41035","CC002","1155","CHF","34152.03","GL posting 767","ERP"
"768","2026-03-03","41007","CC003","1120","JPY","35872.77","GL posting 768","ERP"
"769","2026-05-20","41030","CC002","1116","CHF","-3042.12","GL posting 769","ERP"
"770","2026-06-13","41037","CC012","1043","GBP","31275.13","GL posting 770","ERP"
"771","2026-06-27","41042","CC005","1072","CHF","-3286.79","GL posting 771","ERP"
"772","2026-02-15","41016","CC019","1087","JPY","1953.28","GL posting 772","ERP"
"773","2026-01-30","41041","CC003","1144","EUR","25387.81","GL posting 773","ERP"
"774","2026-04-29","41020","CC017","1051","EUR","29867.11","GL posting 774","ERP"
"775","2026-06-04","41004","CC015","1002","CHF","20663.47","GL posting 775","ERP"
"776","2026-04-09","41046","CC001","1015","USD","13975.51","GL posting 776","ERP"
"777","2026-06-12","41002","CC005","1138","GBP","21544.44","GL posting 777","ERP"
"778","2026-01-30","41029","CC018","1000","JPY","24831.84","GL posting 778","ERP"
"779","2026-03-27","41022","CC020","1072","EUR","13350.27","GL posting 779","ERP"
"780","2026-04-29","41038","CC016","1073","EUR","-1037.3","GL posting 780","ERP"
"781","2026-02-15","41017","CC005","1110","USD","1615.53","GL posting 781","ERP"
"782","2026-04-24","41009","CC019","1187","JPY","25506.84","GL posting 782","ERP"
"783","2026-06-12","41033","CC006","1147","GBP","13815.43","GL posting 783","ERP"
"784","2026-06-20","41007","CC009","1116","EUR","42048.66","GL posting 784","ERP"
"785","2026-07-27","41037","CC003","","USD","1708.3","GL posting 785","ERP"
"786","2026-05-29","41021","CC017","1029","CHF","21761.1","GL posting 786","ERP"
"787","2026-07-12","41022","CC016","1070","CHF","31137.12","GL posting 787","ERP"
"788","2026-03-28","41019","CC003","1126","JPY","15499.41","GL posting 788","ERP"
"789","2026-07-21","41040","CC015","1104","EUR","23805.87","GL posting 789","ERP"
"790","2026-07-31","41039","CC018","1088","JPY","24413.08","GL posting 790","ERP"
"791","2026-02-26","41039","CC001","1003","GBP","11229","GL posting 791","ERP"
"792","2026-01-18","41038","CC015","1189","USD","47292.01","GL posting 792","ERP"
"793","2026-02-26","41015","CC009","1097","GBP","44297.43","GL posting 793","ERP"
"794","2026-07-27","41012","CC013","1032","JPY","5677.59","GL posting 794","ERP"
"795","2026-04-19","41041","CC006","1190","GBP","40393.64","GL posting 795","ERP"
"796","2026-04-01","41039","CC008","1138","JPY","12999.81","GL posting 796","ERP"
"797","2026-06-15","41048","CC016","1199","CHF","41399.34","GL posting 797","ERP"
"798","2026-07-07","41042","CC020","1142","GBP","40226.56","GL posting 798","ERP"
"799","2026-03-28","41045","CC020","1198","CHF","18550.79","GL posting 799","ERP"
"800","2026-01-03","41003","CC015","1056","CHF","-3140.75","GL posting 800","ERP"
"801","2026-06-23","41039","CC004","1194","GBP","-4947.31","GL posting 801","ERP"
"802","2026-03-04","41021","CC017","1035","CHF","38696.57","GL posting 802","ERP"
"803","2026-01-01","41046","CC012","1184","USD","49112.02","GL posting 803","ERP"
"804","2026-06-29","41035","CC014","1013","GBP","20088.71","GL posting 804","ERP"
"805","2026-05-14","41047","CC004","1022","CHF","48490.29","GL posting 805","ERP"
"806","2026-02-26","41008","CC020","1042","USD","36279.62","GL posting 806","ERP"
"807","2026-06-06","41037","CC020","1095","EUR","33416.42","GL posting 807","ERP"
"808","2026-06-28","41035","CC007","1033","USD","32038.01","GL posting 808","ERP"
"809","2026-05-28","41041","CC006","1037","CHF","34839.09","GL posting 809","ERP"
"810","2026-03-26","41041","CC016","1063","GBP","15825.34","GL posting 810","ERP"
"811","2026-07-22","41049","CC008","1167","GBP","29306.78","GL posting 811","ERP"
"812","2026-07-24","41024","CC008","1047","JPY","21407.45","GL posting 812","ERP"
"813","2026-03-20","41013","CC016","1117","USD","35459.18","GL posting 813","ERP"
"814","2026-01-11","41029","CC016","1141","CHF","28817.94","GL posting 814","ERP"
"815","2026-06-13","41035","CC005","1103","USD","15754.52","GL posting 815","ERP"
"816","2026-02-11","41040","CC008","1196","GBP","2404.58","GL posting 816","ERP"
"817","2026-01-09","41003","CC010","1133","JPY","-1374.81","GL posting 817","ERP"
"818","2026-04-05","41037","CC004","1181","JPY","23036.44","GL posting 818","ERP"
"819","2026-07-26","41049","CC017","1004","JPY","39010.6","GL posting 819","ERP"
"820","2026-01-31","41032","CC011","1118","GBP","38603.39","GL posting 820","ERP"
"821","2026-04-16","41035","CC010","1027","GBP","46517.78","GL posting 821","ERP"
"822","2026-01-05","41036","CC011","1058","JPY","24693.39","GL posting 822","ERP"
"823","2026-05-24","41027","CC014","1082","USD","-936.88","GL posting 823","ERP"
"824","2026-04-14","41033","CC016","1156","USD","7700.8","GL posting 824","ERP"
"825","2026-07-10","41012","CC011","1009","JPY","25815.66","GL posting 825","ERP"
"826","2026-03-05","41013","CC012","1019","JPY","15006.31","GL posting 826","ERP"
"827","2026-03-06","41021","CC010","1076","USD","-2490.3","GL posting 827","ERP"
"828","2026-06-06","41012","CC017","1109","USD","49837.46","GL posting 828","ERP"
"829","2026-03-07","41048","CC011","1006","CHF","20844.19","GL posting 829","ERP"
"830","2026-04-07","41016","CC010","1029","EUR","41042.22","GL posting 830","ERP"
"831","2026-02-26","41035","CC015","1006","CHF","12816.44","GL posting 831","ERP"
"832","2026-05-11","41026","CC008","1060","GBP","40090.96","GL posting 832","ERP"
"833","2026-04-08","41004","CC002","1082","GBP","31449.52","GL posting 833","ERP"
"834","2026-01-01","41031","CC002","1063","JPY","-1620.33","GL posting 834","ERP"
"835","2026-03-04","41023","CC016","1177","JPY","3497.79","GL posting 835","ERP"
"836","2026-05-09","41034","CC011","1029","CHF","18916.11","GL posting 836","ERP"
"837","2026-06-22","41040","CC012","1009","CHF","16312.03","GL posting 837","ERP"
"838","2026-02-20","41034","CC006","1169","EUR","-4319.85","GL posting 838","ERP"
"839","2026-04-09","41010","CC003","1094","JPY","-4250.99","GL posting 839","ERP"
"840","2026-06-01","41031","CC015","1113","USD","47020.9","GL posting 840","ERP"
"841","2026-06-24","41035","CC002","1196","JPY","49120.85","GL posting 841","ERP"
"842","2026-06-22","41037","CC019","1161","GBP","31437.2","GL posting 842","ERP"
"843","2026-04-11","41025","CC012","1042","USD","1846.65","GL posting 843","ERP"
"844","2026-01-09","41031","CC003","1137","CHF","19780.66","GL posting 844","ERP"
"845","2026-04-18","41015","CC013","1176","CHF","40031.79","GL posting 845","ERP"
"846","2026-04-29","41022","CC016","1016","EUR","8451.9","GL posting 846","ERP"
"847","2026-07-28","41029","CC010","1110","EUR","39222.81","GL posting 847","ERP"
"848","2026-05-11","41030","CC016","1041","CHF","27211.83","GL posting 848","ERP"
"849","2026-04-09","41004","CC015","1080","GBP","1519.69","GL posting 849","ERP"
"850","2026-04-23","41017","CC003","1183","USD","-1691.02","GL posting 850","ERP"
"851","2026-07-11","41016","CC018","1092","EUR","21246.98","GL posting 851","ERP"
"852","2026-02-19","41002","CC010","1067","GBP","-4535.39","GL posting 852","ERP"
"853","2026-05-31","41031","CC002","1162","JPY","38272.06","GL posting 853","ERP"
"854","2026-07-06","41021","CC014","1075","CHF","17720.6","GL posting 854","ERP"
"855","2026-05-12","41014","CC010","1100","USD","-748.72","GL posting 855","ERP"
"856","2026-01-22","41034","CC014","1156","CHF","16033.14","GL posting 856","ERP"
"857","2026-02-10","41016","CC015","1042","GBP","46922.78","GL posting 857","ERP"
"858","2026-06-16","41023","CC010","1172","EUR","-339.82","GL posting 858","ERP"
"859","2026-07-23","41019","CC004","1153","EUR","28816.86","GL posting 859","ERP"
"860","2026-05-31","41035","CC006","1076","GBP","11744.79","GL posting 860","ERP"
"861","2026-01-08","41036","CC007","1033","GBP","48719.71","GL posting 861","ERP"
"862","2026-05-21","41020","CC020","1008","CHF","-4756.04","GL posting 862","ERP"
"863","2026-01-14","41003","CC005","1083","CHF","29027.22","GL posting 863","ERP"
"864","2026-04-02","41022","CC003","1145","JPY","39824.25","GL posting 864","ERP"
"865","2026-02-05","41024","CC015","1152","USD","20182.05","GL posting 865","ERP"
"866","2026-06-11","41008","CC015","1136","GBP","34522.39","GL posting 866","ERP"
"867","2026-06-03","41032","CC003","1136","USD","24893.38","GL posting 867","ERP"
"868","2026-07-05","41024","CC013","1015","GBP","-4585.96","GL posting 868","ERP"
"869","2026-04-10","41026","CC005","1086","GBP","6841.96","GL posting 869","ERP"
"870","2026-03-09","41026","CC020","1094","EUR","21127.3","GL posting 870","ERP"
"871","2026-01-19","41030","CC001","1109","USD","47054.95","GL posting 871","ERP"
"872","2026-02-17","41035","CC016","1140","USD","27193.3","GL posting 872","ERP"
"873","2026-04-21","41024","CC005","1138","CHF","44157.96","GL posting 873","ERP"
"874","2026-02-14","41031","CC016","1172","USD","18416.24","GL posting 874","ERP"
"875","2026-01-14","41033","CC007","1110","JPY","33265.39","GL posting 875","ERP"
"876","2026-02-02","41032","CC005","1098","CHF","28215.36","GL posting 876","ERP"
"877","2026-07-12","41003","CC001","1146","EUR","49853.67","GL posting 877","ERP"
"878","2026-04-17","41030","CC010","1164","CHF","5743.96","GL posting 878","ERP"
"879","2026-01-05","41005","CC013","1144","GBP","22994.19","GL posting 879","ERP"
"880","2026-05-13","41030","CC015","1063","CHF","25844.29","GL posting 880","ERP"
"881","2026-01-29","41038","CC013","1117","JPY","20217.64","GL posting 881","ERP"
"882","2026-07-23","41007","CC020","1113","JPY","21862.76","GL posting 882","ERP"
"883","2026-05-29","41036","CC015","1048","EUR","12537.89","GL posting 883","ERP"
"884","2026-01-03","41023","CC004","1080","GBP","37443.4","GL posting 884","ERP"
"885","2026-05-24","41001","CC012","1075","CHF","1768.2","GL posting 885","ERP"
"886","2026-03-23","41006","CC008","1068","GBP","3039.91","GL posting 886","ERP"
"887","2026-01-22","41019","CC018","1168","GBP","20657.18","GL posting 887","ERP"
"888","2026-06-08","41043","CC011","1185","JPY","47068.53","GL posting 888","ERP"
"889","2026-05-07","41043","CC012","1047","JPY","41045.81","GL posting 889","ERP"
"890","2026-07-14","41027","CC001","1090","EUR","11576.7","GL posting 890","ERP"
"891","2026-03-21","41036","CC006","1005","CHF","6281.61","GL posting 891","ERP"
"892","2026-05-28","41031","CC012","1098","USD","3072.71","GL posting 892","ERP"
"893","2026-04-20","41025","CC005","1064","CHF","-3183.97","GL posting 893","ERP"
"894","2026-02-24","41029","CC020","1056","USD","46531.61","GL posting 894","ERP"
"895","2026-02-21","41017","CC018","1024","EUR","26199","GL posting 895","ERP"
"896","2026-03-30","41020","CC016","1194","GBP","48218.37","GL posting 896","ERP"
"897","2026-01-21","41049","CC010","1190","EUR","13556.72","GL posting 897","ERP"
"898","2026-06-27","41016","CC005","1063","CHF","35558.07","GL posting 898","ERP"
"899","2026-04-21","41001","CC002","1133","JPY","14662.39","GL posting 899","ERP"
"900","2026-07-14","41013","CC018","1102","JPY","16335.74","GL posting 900","ERP"
"901","2026-01-28","41033","CC001","1166","CHF","19778.56","GL posting 901","ERP"
"902","2026-03-22","41006","CC003","1107","CHF","44382.17","GL posting 902","ERP"
"903","2026-06-17","41019","CC009","1150","CHF","271.2","GL posting 903","ERP"
"904","2026-01-06","41004","CC008","1111","JPY","27683.37","GL posting 904","ERP"
"905","2026-07-26","41038","CC011","1135","EUR","44011.7","GL posting 905","ERP"
"906","2026-03-26","41008","CC003","1196","USD","34629.87","GL posting 906","ERP"
"907","2026-07-18","41038","CC001","1121","USD","48887.76","GL posting 907","ERP"
"908","2026-01-10","41021","CC011","1098","EUR","5222.11","GL posting 908","ERP"
"909","2026-02-27","41011","CC016","1157","EUR","8122.23","GL posting 909","ERP"
"910","2026-07-11","41035","CC004","1024","EUR","32968.3","GL posting 910","ERP"
"911","2026-05-07","41020","CC015","1110","CHF","39806.8","GL posting 911","ERP"
"912","2026-01-13","41017","CC019","1145","GBP","3910.2","GL posting 912","ERP"
"913","2026-06-12","41044","CC007","1174","EUR","19314.97","GL posting 913","ERP"
"914","2026-07-24","41017","CC012","1028","EUR","26458.01","GL posting 914","ERP"
"915","2026-02-15","41034","CC004","1165","JPY","-3495.07","GL posting 915","ERP"
"916","2026-07-03","41030","CC002","1198","USD","44844.6","GL posting 916","ERP"
"917","2026-03-23","41035","CC016","1013","EUR","5564.7","GL posting 917","ERP"
"918","2026-06-29","41008","CC016","1187","JPY","7798.83","GL posting 918","ERP"
"919","2026-07-26","41044","CC013","1154","JPY","43590.06","GL posting 919","ERP"
"920","2026-06-10","41021","CC006","1180","EUR","-839.27","GL posting 920","ERP"
"921","2026-02-21","41019","CC009","1167","USD","-3475.32","GL posting 921","ERP"
"922","2026-03-09","41047","CC003","1190","USD","2645.01","GL posting 922","ERP"
"923","2026-01-22","41009","CC002","1011","CHF","12100.03","GL posting 923","ERP"
"924","2026-04-15","41035","CC004","1108","USD","-2187.02","GL posting 924","ERP"
"925","2026-01-06","41036","CC011","1053","JPY","14024.48","GL posting 925","ERP"
"926","2026-04-29","41025","CC012","1077","GBP","24276.46","GL posting 926","ERP"
"927","2026-03-04","41048","CC015","1116","GBP","16375.01","GL posting 927","ERP"
"928","2026-06-04","41019","CC009","1024","EUR","-2907.17","GL posting 928","ERP"
"929","2026-01-04","41039","CC001","1138","USD","37537.97","GL posting 929","ERP"
"930","2026-05-27","41028","CC020","1041","CHF","24424.08","GL posting 930","ERP"
"931","2026-04-30","41039","CC020","1157","JPY","12919.97","GL posting 931","ERP"
"932","2026-07-29","41024","CC014","1167","CHF","18567.23","GL posting 932","ERP"
"933","2026-02-05","41040","CC012","1149","GBP","21586.07","GL posting 933","ERP"
"934","2026-06-14","41009","CC009","1081","GBP","25035.04","GL posting 934","ERP"
