"rate_date","from_ccy","to_ccy","rate"
"2026-05-09","GBP","GBP","0.993877"
"2026-05-09","USD","GBP","1.286636"
"2026-05-09","EUR","GBP","1.187496"
"2026-05-09","JPY","GBP","189.522961"
"2026-05-09","CHF","GBP","1.09858"
"2026-05-10","GBP","GBP","0.99388"
"2026-05-10","USD","GBP","1.283828"
"2026-05-10","EUR","GBP","1.183698"
"2026-05-10","JPY","GBP","188.024965"
"2026-05-10","CHF","GBP","1.113294"
"2026-05-11","GBP","GBP","1.01012"
"2026-05-11","USD","GBP","1.291738"
"2026-05-11","EUR","GBP","1.16831"
"2026-05-11","JPY","GBP","187.146802"
"2026-05-11","CHF","GBP","1.104271"
"2026-05-12","GBP","GBP","0.991661"
"2026-05-12","USD","GBP","1.259756"
"2026-05-12","EUR","GBP","1.179833"
"2026-05-12","JPY","GBP","191.427462"
"2026-05-12","CHF","GBP","1.119974"
"2026-05-13","GBP","GBP","1.010532"
"2026-05-13","USD","GBP","1.291952"
"2026-05-13","EUR","GBP","1.162399"
"2026-05-13","JPY","GBP","193.513683"
"2026-05-13","CHF","GBP","1.09768"
"2026-05-14","GBP","GBP","1.012826"
"2026-05-14","USD","GBP","1.256681"
"2026-05-14","EUR","GBP","1.150091"
"2026-05-14","JPY","GBP","192.223778"
"2026-05-14","CHF","GBP","1.09037"
"2026-05-15","GBP","GBP","1.009122"
"2026-05-15","USD","GBP","1.264514"
"2026-05-15","EUR","GBP","1.156141"
"2026-05-15","JPY","GBP","193.771444"
"2026-05-15","CHF","GBP","1.090665"
"2026-05-16","GBP","GBP","1.012966"
"2026-05-16","USD","GBP","1.265187"
"2026-05-16","EUR","GBP","1.189119"
"2026-05-16","JPY","GBP","189.425619"
"2026-05-16","CHF","GBP","1.083835"
"2026-05-17","GBP","GBP","0.981413"
"2026-05-17","USD","GBP","1.249158"
"2026-05-17","EUR","GBP","1.164391"
"2026-05-17","JPY","GBP","190.512214"
"2026-05-17","CHF","GBP","1.103556"
"2026-05-18","GBP","GBP","1.005678"
"2026-05-18","USD","GBP","1.281781"
"2026-05-18","EUR","GBP","1.162732"
"2026-05-18","JPY","GBP","192.976442"
"2026-05-18","CHF","GBP","1.107034"
"2026-05-19","GBP","GBP","1.006391"
"2026-05-19","USD","GBP","1.286595"
"2026-05-19","EUR","GBP","1.185271"
"2026-05-19","JPY","GBP","192.732618"
"2026-05-19","CHF","GBP","1.121331"
"2026-05-20","GBP","GBP","0.996592"
"2026-05-20","USD","GBP","1.269486"
"2026-05-20","EUR","GBP","1.189259"
"2026-05-20","JPY","GBP","193.723656"
"2026-05-20","CHF","GBP","1.106471"
"2026-05-21","GBP","GBP","0.984367"
"2026-05-21","USD","GBP","1.280039"
"2026-05-21","EUR","GBP","1.146604"
"2026-05-21","JPY","GBP","193.488256"
"2026-05-21","CHF","GBP","1.08126"
"2026-05-22","GBP","GBP","0.994439"
"2026-05-22","USD","GBP","1.281382"
"2026-05-22","EUR","GBP","1.168486"
"2026-05-22","JPY","GBP","192.559254"
"2026-05-22","CHF","GBP","1.112009"
"2026-05-23","GBP","GBP","1.015451"
"2026-05-23","USD","GBP","1.264403"
"2026-05-23","EUR","GBP","1.15997"
"2026-05-23","JPY","GBP","190.419514"
"2026-05-23","CHF","GBP","1.11842"
"2026-05-24","GBP","GBP","1.006943"
"2026-05-24","USD","GBP","1.27264"
"2026-05-24","EUR","GBP","1.182645"
"2026-05-24","JPY","GBP","189.099544"
"2026-05-24","CHF","GBP","1.113434"
"2026-05-25","GBP","GBP","0.983549"
"2026-05-25","USD","GBP","1.28997"
"2026-05-25","EUR","GBP","1.155162"
"2026-05-25","JPY","GBP","187.208855"
"2026-05-25","CHF","GBP","1.105341"
"2026-05-26","GBP","GBP","1.016055"
"2026-05-26","USD","GBP","1.273338"
"2026-05-26","EUR","GBP","1.162714"
"2026-05-26","JPY","GBP","186.287007"
"2026-05-26","CHF","GBP","1.116413"
"2026-05-27","GBP","GBP","0.99337"
"2026-05-27","USD","GBP","1.269682"
"2026-05-27","EUR","GBP","1.18959"
"2026-05-27","JPY","GBP","192.107837"
"2026-05-27","CHF","GBP","1.079031"
"2026-05-28","GBP","GBP","0.993508"
"2026-05-28","USD","GBP","1.249154"
"2026-05-28","EUR","GBP","1.166311"
"2026-05-28","JPY","GBP","189.949129"
"2026-05-28","CHF","GBP","1.087672"
"2026-05-29","GBP","GBP","1.016716"
"2026-05-29","USD","GBP","1.258025"
"2026-05-29","EUR","GBP","1.170372"
"2026-05-29","JPY","GBP","187.102239"
"2026-05-29","CHF","GBP","1.112038"
"2026-05-30","GBP","GBP","0.990798"
"2026-05-30","USD","GBP","1.272082"
"2026-05-30","EUR","GBP","1.159288"
"2026-05-30","JPY","GBP","193.351045"
"2026-05-30","CHF","GBP","1.091694"
"2026-05-31","GBP","GBP","1.014513"
"2026-05-31","USD","GBP","1.281161"
"2026-05-31","EUR","GBP","1.171404"
"2026-05-31","JPY","GBP","187.603251"
"2026-05-31","CHF","GBP","1.102567"
"2026-06-01","GBP","GBP","0.988643"
"2026-06-01","USD","GBP","1.270745"
"2026-06-01","EUR","GBP","1.187192"
"2026-06-01","JPY","GBP","188.765758"
"2026-06-01","CHF","GBP","1.085599"
"2026-06-02","GBP","GBP","1.011811"
"2026-06-02","USD","GBP","1.263891"
"2026-06-02","EUR","GBP","1.16795"
"2026-06-02","JPY","GBP","193.524196"
"2026-06-02","CHF","GBP","1.097302"
"2026-06-03","GBP","GBP","0.995702"
"2026-06-03","USD","GBP","1.268539"
"2026-06-03","EUR","GBP","1.17039"
"2026-06-03","JPY","GBP","190.241378"
"2026-06-03","CHF","GBP","1.103561"
"2026-06-04","GBP","GBP","1.003357"
"2026-06-04","USD","GBP","1.251244"
"2026-06-04","EUR","GBP","1.159558"
"2026-06-04","JPY","GBP","187.428908"
"2026-06-04","CHF","GBP","1.117046"
"2026-06-05","GBP","GBP","1.012979"
"2026-06-05","USD","GBP","1.264166"
"2026-06-05","EUR","GBP","1.149606"
"2026-06-05","JPY","GBP","188.929586"
"2026-06-05","CHF","GBP","1.093463"
"2026-06-06","GBP","GBP","0.994416"
"2026-06-06","USD","GBP","1.259566"
"2026-06-06","EUR","GBP","1.165478"
"2026-06-06","JPY","GBP","191.521741"
"2026-06-06","CHF","GBP","1.078449"
"2026-06-07","GBP","GBP","1.004582"
"2026-06-07","USD","GBP","1.293557"
"2026-06-07","EUR","GBP","1.180948"
"2026-06-07","JPY","GBP","187.864428"
"2026-06-07","CHF","GBP","1.113524"
"2026-06-08","GBP","GBP","1.012921"
"2026-06-08","USD","GBP","1.255893"
"2026-06-08","EUR","GBP","1.150511"
"2026-06-08","JPY","GBP","188.636515"
"2026-06-08","CHF","GBP","1.09668"
"2026-06-09","GBP","GBP","1.001527"
"2026-06-09","USD","GBP","1.28565"
"2026-06-09","EUR","GBP","1.172071"
"2026-06-09","JPY","GBP","191.368329"
"2026-06-09","CHF","GBP","1.094766"
"2026-06-10","GBP","GBP","1.011948"
"2026-06-10","USD","GBP","1.246258"
"2026-06-10","EUR","GBP","1.181201"
"2026-06-10","JPY","GBP","188.936017"
"2026-06-10","CHF","GBP","1.110001"
"2026-06-11","GBP","GBP","1.009282"
"2026-06-11","USD","GBP","1.267095"
"2026-06-11","EUR","GBP","1.163837"
"2026-06-11","JPY","GBP","188.458949"
"2026-06-11","CHF","GBP","1.110291"
"2026-06-12","GBP","GBP","1.013236"
"2026-06-12","USD","GBP","1.267482"
"2026-06-12","EUR","GBP","1.170383"
"2026-06-12","JPY","GBP","193.694832"
"2026-06-12","CHF","GBP","1.113742"
"2026-06-13","GBP","GBP","1.000027"
"2026-06-13","USD","GBP","1.294199"
"2026-06-13","EUR","GBP","1.181979"
"2026-06-13","JPY","GBP","193.446679"
"2026-06-13","CHF","GBP","1.114262"
"2026-06-14","GBP","GBP","0.997152"
"2026-06-14","USD","GBP","1.282055"
"2026-06-14","EUR","GBP","1.160141"
"2026-06-14","JPY","GBP","191.705373"
"2026-06-14","CHF","GBP","1.111347"
"2026-06-15","GBP","GBP","0.994465"
"2026-06-15","USD","GBP","1.246999"
"2026-06-15","EUR","GBP","1.191354"
"2026-06-15","JPY","GBP","191.802423"
"2026-06-15","CHF","GBP","1.093367"
"2026-06-16","GBP","GBP","0.980656"
"2026-06-16","USD","GBP","1.287319"
"2026-06-16","EUR","GBP","1.16458"
"2026-06-16","JPY","GBP","193.633612"
"2026-06-16","CHF","GBP","1.10232"
"2026-06-17","GBP","GBP","0.99311"
"2026-06-17","USD","GBP","1.272807"
"2026-06-17","EUR","GBP","1.14863"
"2026-06-17","JPY","GBP","193.594326"
"2026-06-17","CHF","GBP","1.090239"
"2026-06-18","GBP","GBP","0.986869"
"2026-06-18","USD","GBP","1.274847"
"2026-06-18","EUR","GBP","1.167038"
"2026-06-18","JPY","GBP","189.886976"
"2026-06-18","CHF","GBP","1.120964"
"2026-06-19","GBP","GBP","0.994904"
"2026-06-19","USD","GBP","1.280877"
"2026-06-19","EUR","GBP","1.151159"
"2026-06-19","JPY","GBP","190.062903"
"2026-06-19","CHF","GBP","1.11865"
"2026-06-20","GBP","GBP","1.002472"
"2026-06-20","USD","GBP","1.247247"
"2026-06-20","EUR","GBP","1.174246"
"2026-06-20","JPY","GBP","192.704967"
"2026-06-20","CHF","GBP","1.119898"
"2026-06-21","GBP","GBP","0.982456"
"2026-06-21","USD","GBP","1.28236"
"2026-06-21","EUR","GBP","1.1473"
"2026-06-21","JPY","GBP","190.77607"
"2026-06-21","CHF","GBP","1.094089"
"2026-06-22","GBP","GBP","1.007392"
"2026-06-22","USD","GBP","1.269316"
"2026-06-22","EUR","GBP","1.176138"
"2026-06-22","JPY","GBP","193.404712"
"2026-06-22","CHF","GBP","1.109569"
"2026-06-23","GBP","GBP","1.0196"
"2026-06-23","USD","GBP","1.247965"
"2026-06-23","EUR","GBP","1.171408"
"2026-06-23","JPY","GBP","189.49404"
"2026-06-23","CHF","GBP","1.099321"
"2026-06-24","GBP","GBP","1.017817"
"2026-06-24","USD","GBP","1.291995"
"2026-06-24","EUR","GBP","1.183246"
"2026-06-24","JPY","GBP","191.332648"
"2026-06-24","CHF","GBP","1.106706"
"2026-06-25","GBP","GBP","1.013336"
"2026-06-25","USD","GBP","1.25987"
"2026-06-25","EUR","GBP","1.184237"
"2026-06-25","JPY","GBP","191.884261"
"2026-06-25","CHF","GBP","1.094953"
"2026-06-26","GBP","GBP","1.0059"
"2026-06-26","USD","GBP","1.292851"
"2026-06-26","EUR","GBP","1.167567"
"2026-06-26","JPY","GBP","192.381144"
"2026-06-26","CHF","GBP","1.112647"
"2026-06-27","GBP","GBP","1.018572"
"2026-06-27","USD","GBP","1.257309"
"2026-06-27","EUR","GBP","1.171323"
"2026-06-27","JPY","GBP","186.396608"
"2026-06-27","CHF","GBP","1.099619"
"2026-06-28","GBP","GBP","1.003377"
"2026-06-28","USD","GBP","1.272047"
"2026-06-28","EUR","GBP","1.167251"
"2026-06-28","JPY","GBP","190.815242"
"2026-06-28","CHF","GBP","1.104107"
"2026-06-29","GBP","GBP","1.007408"
"2026-06-29","USD","GBP","1.293585"
"2026-06-29","EUR","GBP","1.169472"
"2026-06-29","JPY","GBP","192.034143"
"2026-06-29","CHF","GBP","1.121405"
"2026-06-30","GBP","GBP","0.992254"
"2026-06-30","USD","GBP","1.253949"
"2026-06-30","EUR","GBP","1.177674"
"2026-06-30","JPY","GBP","186.380179"
"2026-06-30","CHF","GBP","1.12105"
"2026-07-01","GBP","GBP","1.005153"
"2026-07-01","USD","GBP","1.258269"
"2026-07-01","EUR","GBP","1.18944"
"2026-07-01","JPY","GBP","187.74671"
"2026-07-01","CHF","GBP","1.083229"
"2026-07-02","GBP","GBP","1.010432"
"2026-07-02","USD","GBP","1.292307"
"2026-07-02","EUR","GBP","1.159097"
"2026-07-02","JPY","GBP","187.847894"
"2026-07-02","CHF","GBP","1.109599"
"2026-07-03","GBP","GBP","1.0094"
"2026-07-03","USD","GBP","1.246557"
"2026-07-03","EUR","GBP","1.184875"
"2026-07-03","JPY","GBP","187.420226"
"2026-07-03","CHF","GBP","1.11114"
"2026-07-04","GBP","GBP","1.009592"
"2026-07-04","USD","GBP","1.271929"
"2026-07-04","EUR","GBP","1.170197"
"2026-07-04","JPY","GBP","193.359898"
"2026-07-04","CHF","GBP","1.117606"
"2026-07-05","GBP","GBP","0.996205"
"2026-07-05","USD","GBP","1.269579"
"2026-07-05","EUR","GBP","1.154826"
"2026-07-05","JPY","GBP","186.823181"
"2026-07-05","CHF","GBP","1.120557"
"2026-07-06","GBP","GBP","1.014765"
"2026-07-06","USD","GBP","1.285843"
"2026-07-06","EUR","GBP","1.148311"
"2026-07-06","JPY","GBP","191.987055"
"2026-07-06","CHF","GBP","1.081473"
"2026-07-07","GBP","GBP","0.998538"
"2026-07-07","USD","GBP","1.25912"
"2026-07-07","EUR","GBP","1.166457"
"2026-07-07","JPY","GBP","192.545154"
"2026-07-07","CHF","GBP","1.084978"
"2026-07-08","GBP","GBP","1.007809"
"2026-07-08","USD","GBP","1.261608"
"2026-07-08","EUR","GBP","1.161799"
"2026-07-08","JPY","GBP","193.093372"
"2026-07-08","CHF","GBP","1.110143"
"2026-07-09","GBP","GBP","1.005813"
"2026-07-09","USD","GBP","1.258482"
"2026-07-09","EUR","GBP","1.157104"
"2026-07-09","JPY","GBP","192.957181"
"2026-07-09","CHF","GBP","1.115768"
"2026-07-10","GBP","GBP","1.005867"
"2026-07-10","USD","GBP","1.252039"
"2026-07-10","EUR","GBP","1.161958"
"2026-07-10","JPY","GBP","186.309935"
"2026-07-10","CHF","GBP","1.088854"
"2026-07-11","GBP","GBP","1.010735"
"2026-07-11","USD","GBP","1.279135"
"2026-07-11","EUR","GBP","1.180384"
"2026-07-11","JPY","GBP","187.139159"
"2026-07-11","CHF","GBP","1.103225"
"2026-07-12","GBP","GBP","0.985485"
"2026-07-12","USD","GBP","1.24934"
"2026-07-12","EUR","GBP","1.185603"
"2026-07-12","JPY","GBP","187.9959"
"2026-07-12","CHF","GBP","1.088988"
"2026-07-13","GBP","GBP","1.017958"
"2026-07-13","USD","GBP","1.29045"
"2026-07-13","EUR","GBP","1.170261"
"2026-07-13","JPY","GBP","187.248009"
"2026-07-13","CHF","GBP","1.089207"
"2026-07-14","GBP","GBP","0.997966"
"2026-07-14","USD","GBP","1.275802"
"2026-07-14","EUR","GBP","1.192602"
"2026-07-14","JPY","GBP","186.214877"
"2026-07-14","CHF","GBP","1.080551"
"2026-07-15","GBP","GBP","0.9962"
"2026-07-15","USD","GBP","1.255432"
"2026-07-15","EUR","GBP","1.174548"
"2026-07-15","JPY","GBP","187.807923"
"2026-07-15","CHF","GBP","1.089212"
"2026-07-16","GBP","GBP","0.985275"
"2026-07-16","USD","GBP","1.258177"
"2026-07-16","EUR","GBP","1.160016"
"2026-07-16","JPY","GBP","187.899661"
"2026-07-16","CHF","GBP","1.092104"
"2026-07-17","GBP","GBP","1.008907"
"2026-07-17","USD","GBP","1.269172"
"2026-07-17","EUR","GBP","1.147634"
"2026-07-17","JPY","GBP","190.11234"
"2026-07-17","CHF","GBP","1.091664"
"2026-07-18","GBP","GBP","1.011345"
"2026-07-18","USD","GBP","1.273248"
"2026-07-18","EUR","GBP","1.160674"
"2026-07-18","JPY","GBP","188.18819"
"2026-07-18","CHF","GBP","1.078945"
"2026-07-19","GBP","GBP","1.004076"
"2026-07-19","USD","GBP","1.270072"
"2026-07-19","EUR","GBP","1.15074"
"2026-07-19","JPY","GBP","191.195409"
"2026-07-19","CHF","GBP","1.112389"
"2026-07-20","GBP","GBP","1.009711"
"2026-07-20","USD","GBP","1.283599"
"2026-07-20","EUR","GBP","1.15065"
"2026-07-20","JPY","GBP","191.021434"
"2026-07-20","CHF","GBP","1.096005"
"2026-07-21","GBP","GBP","0.981298"
"2026-07-21","USD","GBP","1.252905"
"2026-07-21","EUR","GBP","1.161867"
"2026-07-21","JPY","GBP","193.469369"
"2026-07-21","CHF","GBP","1.115034"
"2026-07-22","GBP","GBP","1.002206"
"2026-07-22","USD","GBP","1.248798"
"2026-07-22","EUR","GBP","1.170483"
"2026-07-22","JPY","GBP","192.802612"
"2026-07-22","CHF","GBP","1.097423"
"2026-07-23","GBP","GBP","1.014794"
"2026-07-23","USD","GBP","1.285578"
"2026-07-23","EUR","GBP","1.175136"
"2026-07-23","JPY","GBP","193.15976"
"2026-07-23","CHF","GBP","1.10119"
"2026-07-24","GBP","GBP","0.99861"
"2026-07-24","USD","GBP","1.289328"
"2026-07-24","EUR","GBP","1.192969"
"2026-07-24","JPY","GBP","192.487793"
"2026-07-24","CHF","GBP","1.098727"
"2026-07-25","GBP","GBP","1.015408"
"2026-07-25","USD","GBP","1.260525"
"2026-07-25","EUR","GBP","1.180359"
"2026-07-25","JPY","GBP","193.651683"
"2026-07-25","CHF","GBP","1.098067"
"2026-07-26","GBP","GBP","1.016143"
"2026-07-26","USD","GBP","1.250938"
"2026-07-26","EUR","GBP","1.190587"
"2026-07-26","JPY","GBP","189.467924"
"2026-07-26","CHF","GBP","1.10053"
"2026-07-27","GBP","GBP","0.994566"
"2026-07-27","USD","GBP","1.253781"
"2026-07-27","EUR","GBP","1.177126"
"2026-07-27","JPY","GBP","192.389732"
"2026-07-27","CHF","GBP","1.090676"
"2026-07-28","GBP","GBP","1.002367"
"2026-07-28","USD","GBP","1.252601"
"2026-07-28","EUR","GBP","1.14967"
"2026-07-28","JPY","GBP","191.315621"
"2026-07-28","CHF","GBP","1.111237"
"2026-07-29","GBP","GBP","1.008039"
"2026-07-29","USD","GBP","1.247324"
"2026-07-29","EUR","GBP","1.166816"
"2026-07-29","JPY","GBP","192.433385"
"2026-07-29","CHF","GBP","1.084671"
"2026-07-30","GBP","GBP","1.01181"
"2026-07-30","USD","GBP","1.289897"
"2026-07-30","EUR","GBP","1.154682"
"2026-07-30","JPY","GBP","187.189782"
"2026-07-30","CHF","GBP","1.091919"
"2026-07-31","GBP","GBP","1.014492"
"2026-07-31","USD","GBP","1.284067"
"2026-07-31","EUR","GBP","1.158731"
"2026-07-31","JPY","GBP","187.441285"
"2026-07-31","CHF","GBP","1.101056"
