"invoice_id","customer_id","invoice_date","due_date","currency_code","amount","status"
"399","1035","2026-03-05","2026-06-22","JPY","15738.9","PAID"
"400","1077","2026-01-09","2026-03-16","CHF","21374.24","OPEN"
"401","1136","2026-05-19","2026-05-16","GBP","15813.22","OVERDUE"
"402","1159","2026-03-25","2026-07-11","CHF","13280.9","OVERDUE"
"403","1079","2026-07-29","2026-03-26","GBP","9628.32","OPEN"
"404","1068","2026-02-02","2026-05-18","CHF","16301.77","PAID"
"405","1127","2026-03-05","2026-03-25","EUR","4488.44","PAID"
"406","1173","2026-03-29","2026-02-04","GBP","23271.36","OPEN"
"407","1183","2026-07-13","2026-07-18","EUR","18192.77","PAID"
"408","1011","2026-07-21","2026-06-12","USD","7307.63","OVERDUE"
"409","1100","2026-07-29","2026-01-20","USD","3634.54","PAID"
"410","1018","2026-04-18","2026-03-14","GBP","22430.25","PAID"
"411","1116","2026-02-19","2026-07-31","CHF","259.27","OVERDUE"
"412","1048","2026-06-01","2026-03-20","GBP","2377","OVERDUE"
"413","1069","2026-05-14","2026-03-04","JPY","13758.69","OVERDUE"
"414","1085","2026-01-16","2026-07-17","JPY","4234.96","OVERDUE"
"415","1081","2026-05-06","2026-03-27","GBP","5800.82","OPEN"
"416","1145","2026-06-12","2026-02-26","GBP","11525.21","OPEN"
"417","1055","2026-06-02","2026-02-02","EUR","22490.77","PAID"
"418","1177","2026-01-11","2026-04-29","JPY","14600.21","OVERDUE"
"419","1032","2026-01-15","2026-02-13","GBP","4407.04","OVERDUE"
"420","1024","2026-07-25","2026-01-08","JPY","15575.13","OPEN"
"421","1174","2026-01-07","2026-04-30","JPY","2469.74","OPEN"
"422","1071","2026-06-15","2026-03-01","EUR","2596.07","PAID"
"423","1109","2026-06-29","2026-03-17","EUR","1721.82","OPEN"
"424","1141","2026-01-14","2026-07-23","GBP","8237.5","OPEN"
"425","1151","2026-01-25","2026-07-02","USD","10654.95","PAID"
"426","1003","2026-07-30","2026-07-16","EUR","3088.26","OPEN"
"427","1058","2026-07-16","2026-05-10","USD","217.9","PAID"
"428","1024","2026-05-25","2026-02-04","CHF","7759.66","OVERDUE"
"429","1195","2026-05-08","2026-04-27","CHF","1828.87","OVERDUE"
"430","1134","2026-03-30","2026-02-17","GBP","24931.25","OVERDUE"
"431","1171","2026-04-02","2026-07-04","USD","12849.86","OPEN"
"432","1027","2026-03-16","2026-07-26","JPY","18788.16","OPEN"
"433","1087","2026-05-29","2026-04-07","JPY","14325.39","OPEN"
"434","1078","2026-03-21","2026-05-04","USD","21308.41","OPEN"
"435","1102","2026-03-24","2026-01-12","JPY","5230.35","OVERDUE"
"436","1050","2026-03-03","2026-05-06","EUR","1464.72","OPEN"
"437","1051","2026-05-03","2026-02-26","EUR","18855.89","PAID"
"438","1144","2026-06-12","2026-04-04","CHF","24332.85","PAID"
"439","1011","2026-03-02","2026-06-23","USD","11904.9","PAID"
"440","1193","2026-07-14","2026-01-24","USD","19740.11","PAID"
"441","1082","2026-07-03","2026-02-27","JPY","8954.43","OPEN"
"442","1161","2026-03-09","2026-06-27","EUR","5551.88","OPEN"
"443","1125","2026-05-11","2026-06-01","GBP","9803.38","PAID"
"444","1001","2026-06-14","2026-01-28","JPY","20301.45","OVERDUE"
"445","1133","2026-02-03","2026-02-20","CHF","5237.91","PAID"
"446","1182","2026-02-05","2026-02-04","EUR","1287.75","OPEN"
"447","1195","2026-07-27","2026-06-05","USD","8209.23","PAID"
"448","1060","2026-03-25","2026-02-09","CHF","20788.83","PAID"
"449","1018","2026-01-30","2026-07-22","GBP","24761.37","OPEN"
"450","1032","2026-05-07","2026-05-23","JPY","21046.27","PAID"
"451","1090","2026-04-28","2026-05-02","USD","12291.93","PAID"
"452","1160","2026-03-26","2026-04-09","EUR","23395.96","PAID"
"453","1154","2026-01-12","2026-07-26","GBP","23905.37","OPEN"
"454","1005","2026-02-13","2026-04-01","USD","22563.11","PAID"
"455","1077","2026-01-13","2026-05-28","GBP","3174.89","PAID"
"456","1169","2026-05-10","2026-05-10","GBP","15568.1","OPEN"
"457","1149","2026-04-15","2026-05-01","JPY","9169.24","OVERDUE"
"458","1109","2026-05-29","2026-04-25","USD","19334.31","PAID"
"459","1070","2026-01-31","2026-01-18","GBP","22585.66","OVERDUE"
"460","1068","2026-06-12","2026-04-18","GBP","5819.79","PAID"
"461","1089","2026-03-19","2026-01-04","GBP","12805.21","PAID"
"462","1143","2026-07-02","2026-05-09","EUR","12985.02","PAID"
"463","1073","2026-02-02","2026-06-13","JPY","10410.2","OVERDUE"
"464","1094","2026-04-22","2026-01-13","USD","10852.81","OPEN"
"465","1147","2026-01-13","2026-05-08","EUR","22178.69","OPEN"
"466","1067","2026-04-22","2026-03-01","GBP","11815.34","PAID"
"467","1057","2026-04-12","2026-03-27","EUR","3464.85","OVERDUE"
"468","1123","2026-06-06","2026-03-01","JPY","14278.58","OPEN"
"469","1168","2026-07-22","2026-06-11","EUR","10883.26","PAID"
"470","1161","2026-01-01","2026-01-11","GBP","22034.6","OVERDUE"
"471","1126","2026-04-14","2026-05-30","USD","18514.22","OPEN"
"472","1009","2026-05-19","2026-06-15","USD","21372.61","OPEN"
"473","1065","2026-03-10","2026-07-17","GBP","10781.67","OPEN"
"474","1115","2026-04-21","2026-05-17","JPY","3219.98","OPEN"
"475","1095","2026-03-16","2026-03-20","CHF","16389.12","OVERDUE"
"476","1049","2026-05-03","2026-03-02","JPY","23701.42","PAID"
"477","1060","2026-07-27","2026-01-18","USD","19917.22","PAID"
"478","1137","2026-01-25","2026-07-11","CHF","21676.8","PAID"
"479","1195","2026-01-13","2026-05-03","GBP","13267.37","OPEN"
"480","1061","2026-03-28","2026-04-05","EUR","17339.81","PAID"
"481","1150","2026-05-18","2026-03-27","EUR","3382.77","OPEN"
"482","1109","2026-04-30","2026-04-04","CHF","17825.52","OVERDUE"
"483","1048","2026-04-10","2026-07-24","USD","416.84","PAID"
"484","1104","2026-05-30","2026-06-06","USD","23192.3","OPEN"
"485","1114","2026-05-16","2026-06-25","CHF","5391","OVERDUE"
"486","1094","2026-04-17","2026-04-05","USD","9970.02","OVERDUE"
"487","1100","2026-01-29","2026-02-20","EUR","19736.09","OVERDUE"
"488","1190","2026-04-12","2026-02-27","GBP","19500.97","OPEN"
"489","1190","2026-05-21","2026-01-17","USD","20020.45","PAID"
"490","1186","2026-05-11","2026-06-26","GBP","6813.35","PAID"
"491","1194","2026-04-20","2026-07-17","JPY","21544.31","OPEN"
"492","1115","2026-04-16","2026-07-24","EUR","21397.7","PAID"
"493","1031","2026-04-28","2026-07-12","EUR","23357.17","PAID"
"494","1169","2026-03-19","2026-01-13","USD","17685.91","PAID"
"495","1105","2026-03-28","2026-03-18","GBP","11231.94","OVERDUE"
"496","1194","2026-03-14","2026-04-08","GBP","7390.93","OVERDUE"
"497","1033","2026-01-25","2026-06-20","GBP","5217.36","PAID"
"498","1012","2026-07-15","2026-04-21","GBP","8803.7","OPEN"
"499","1030","2026-07-04","2026-03-02","JPY","6321.8","PAID"
"500","1018","2026-05-09","2026-03-18","EUR","11301.88","PAID"
"501","1043","2026-04-06","2026-04-09","JPY","16248.44","PAID"
"502","1051","2026-02-24","2026-02-23","GBP","3799.39","OPEN"
"503","1098","2026-06-27","2026-01-10","JPY","20149.66","OPEN"
"504","1094","2026-02-07","2026-04-05","EUR","21354.12","OVERDUE"
"505","1102","2026-04-04","2026-04-27","JPY","8199.92","OVERDUE"
"506","1095","2026-01-13","2026-03-20","JPY","14356.67","OPEN"
"507","1124","2026-01-07","2026-04-03","USD","11256.98","PAID"
"508","1155","2026-03-09","2026-06-09","EUR","14735.17","OVERDUE"
"509","1055","2026-01-04","2026-01-25","JPY","9644.52","OVERDUE"
"510","1164","2026-05-29","2026-04-14","USD","15109.14","OPEN"
"511","1157","2026-05-24","2026-01-24","CHF","15374.18","PAID"
"512","1028","2026-01-02","2026-02-17","GBP","22844.53","OVERDUE"
"513","1025","2026-06-19","2026-01-21","CHF","11775.68","OPEN"
"514","1007","2026-02-23","2026-07-12","USD","2651.6","OVERDUE"
"515","1067","2026-07-20","2026-07-13","EUR","3880.84","OVERDUE"
"516","1129","2026-05-17","2026-05-20","USD","14861.01","PAID"
"517","1001","2026-07-08","2026-05-15","GBP","22286.02","OPEN"
"518","1182","2026-03-25","2026-04-14","GBP","303.64","PAID"
"519","1085","2026-02-12","2026-05-21","EUR","20289.66","OVERDUE"
"520","1012","2026-03-08","2026-05-29","JPY","1442.67","OVERDUE"
"521","1031","2026-04-04","2026-04-20","JPY","18697.86","OPEN"
"522","1073","2026-02-28","2026-02-10","JPY","1846.01","OPEN"
"523","1112","2026-03-31","2026-03-20","EUR","2805.23","OVERDUE"
"524","1089","2026-07-30","2026-06-25","JPY","6356.42","OVERDUE"
"525","1116","2026-07-18","2026-03-10","USD","8079.45","OPEN"
"526","1192","2026-07-26","2026-03-10","USD","5307.11","OVERDUE"
"527","1186","2026-04-10","2026-06-29","JPY","17773.63","OVERDUE"
"528","1179","2026-03-12","2026-03-05","GBP","9582.31","PAID"
"529","1090","2026-05-26","2026-01-03","USD","6619.14","OVERDUE"
"530","1068","2026-07-04","2026-04-07","CHF","2151.11","OVERDUE"
"531","1090","2026-01-10","2026-02-04","GBP","17068.04","PAID"
"532","1105","2026-07-27","2026-01-20","CHF","4125.65","OVERDUE"
"533","1122","2026-01-05","2026-02-04","JPY","11054.05","OVERDUE"
"534","1057","2026-03-08","2026-07-16","CHF","1032.28","PAID"
"535","1121","2026-03-25","2026-06-05","GBP","6902.55","OVERDUE"
"536","1057","2026-01-29","2026-01-12","CHF","22671.9","OPEN"
"537","1142","2026-07-15","2026-04-13","CHF","4863.69","PAID"
"538","1171","2026-03-03","2026-01-25","CHF","2461.98","PAID"
"539","1147","2026-02-20","2026-01-11","CHF","2439.66","OVERDUE"
"540","1118","2026-03-17","2026-06-29","USD","23367.14","PAID"
"541","1179","2026-01-24","2026-06-22","CHF","6394.83","OVERDUE"
"542","1079","2026-04-04","2026-02-08","CHF","14600.67","OPEN"
"543","1021","2026-05-12","2026-01-20","GBP","21262.26","OVERDUE"
"544","1181","2026-01-01","2026-01-09","USD","6926.12","OPEN"
"545","1114","2026-05-15","2026-05-01","GBP","212.14","OVERDUE"
"546","1036","2026-03-06","2026-01-23","JPY","10456.84","PAID"
"547","1160","2026-07-04","2026-07-16","JPY","14642.73","OPEN"
"548","1148","2026-06-09","2026-02-09","JPY","4226.01","OVERDUE"
"549","1021","2026-06-13","2026-05-15","EUR","19145.28","PAID"
"550","1162","2026-05-10","2026-07-05","USD","11499.82","PAID"
"551","1063","2026-07-29","2026-02-24","USD","19876.69","OVERDUE"
"552","1026","2026-01-24","2026-04-17","GBP","5448.84","OVERDUE"
"553","1178","2026-03-23","2026-03-24","CHF","16075.14","PAID"
"554","1107","2026-04-10","2026-02-14","CHF","24265.69","OPEN"
"555","1052","2026-01-12","2026-03-21","JPY","12874.63","PAID"
"556","1154","2026-07-16","2026-03-31","USD","13895.26","PAID"
"557","1133","2026-01-29","2026-03-30","JPY","22235.1","OVERDUE"
"558","1045","2026-04-14","2026-04-11","JPY","24911.03","OVERDUE"
"559","1104","2026-01-11","2026-03-19","EUR","21393.73","OVERDUE"
"560","1011","2026-01-28","2026-04-21","EUR","2849.81","OPEN"
"561","1092","2026-07-25","2026-05-02","GBP","10244.19","OPEN"
"562","1067","2026-06-17","2026-02-11","USD","2492.44","PAID"
"563","1114","2026-07-11","2026-07-03","EUR","1802.95","OVERDUE"
"564","1177","2026-01-12","2026-06-03","CHF","16107.89","OVERDUE"
"565","1001","2026-07-09","2026-02-27","JPY","2572.73","PAID"
"566","1104","2026-07-10","2026-05-25","JPY","20068.07","OVERDUE"
"567","1051","2026-02-06","2026-02-23","GBP","22661.93","OPEN"
"568","1045","2026-05-19","2026-07-14","USD","21117.14","OVERDUE"
"569","1184","2026-06-30","2026-02-23","USD","21886.3","OVERDUE"
"570","1181","2026-07-15","2026-05-04","CHF","6846.1","OPEN"
"571","1000","2026-02-09","2026-06-20","CHF","6633.33","OVERDUE"
"572","1177","2026-04-10","2026-05-21","JPY","1635.64","OPEN"
"573","1048","2026-03-16","2026-03-14","CHF","2843.71","OVERDUE"
"574","1009","2026-04-01","2026-04-04","JPY","4837.26","PAID"
"575","1050","2026-05-23","2026-02-24","JPY","21368.4","PAID"
"576","1094","2026-01-25","2026-04-06","GBP","11219.14","OVERDUE"
"577","1076","2026-05-05","2026-05-01","JPY","23937.11","OPEN"
"578","1115","2026-02-21","2026-01-22","USD","13785.25","OPEN"
"579","1152","2026-03-19","2026-02-07","GBP","11098.77","OPEN"
"580","1161","2026-03-27","2026-07-23","JPY","6600.4","PAID"
"581","1048","2026-07-08","2026-06-18","GBP","13940.43","OPEN"
"582","1169","2026-07-04","2026-01-05","EUR","14267.34","OPEN"
"583","1087","2026-02-02","2026-04-03","EUR","17649.93","OPEN"
"584","1151","2026-02-27","2026-07-16","JPY","6793.59","OVERDUE"
"585","1037","2026-05-09","2026-01-15","EUR","10168.61","OVERDUE"
"586","1070","2026-03-06","2026-02-17","CHF","22083.08","OVERDUE"
"587","1099","2026-02-03","2026-05-13","CHF","7230.91","PAID"
"588","1050","2026-04-22","2026-02-04","JPY","23809.73","OPEN"
"589","1125","2026-07-04","2026-04-18","EUR","1623.3","OPEN"
"590","1053","2026-07-21","2026-07-27","USD","2275.84","OVERDUE"
"591","1171","2026-02-14","2026-05-23","GBP","8708.38","OVERDUE"
"592","1023","2026-03-05","2026-05-29","GBP","19882.03","PAID"
"593","1016","2026-07-11","2026-06-27","JPY","5440.18","OVERDUE"
"594","1087","2026-06-02","2026-03-06","JPY","21079.75","OPEN"
"595","1041","2026-05-18","2026-05-06","JPY","6615.57","PAID"
"596","1063","2026-04-15","2026-04-22","USD","7208.48","OPEN"
"597","1115","2026-06-20","2026-03-26","JPY","5985.84","OVERDUE"
"598","1009","2026-01-30","2026-05-09","GBP","18087.61","PAID"
"599","1099","2026-03-19","2026-03-31","JPY","8833.65","PAID"
"600","1131","2026-01-24","2026-03-28","CHF","776.19","OVERDUE"
"601","1082","2026-03-08","2026-03-27","EUR","13304.84","PAID"
"602","1184","2026-07-12","2026-07-31","USD","5719.09","PAID"
"603","1103","2026-07-29","2026-06-05","GBP","1112.04","OVERDUE"
"604","1025","2026-01-22","2026-04-21","JPY","24753.01","OPEN"
"605","1140","2026-07-30","2026-07-03","CHF","14888.33","OPEN"
"606","1167","2026-02-12","2026-04-05","CHF","10552.59","OPEN"
"607","1093","2026-04-01","2026-04-07","CHF","13765.96","OVERDUE"
"608","1024","2026-05-23","2026-06-07","CHF","18923.04","PAID"
"609","1042","2026-07-06","2026-06-24","USD","23614.19","PAID"
"610","1184","2026-01-28","2026-03-23","USD","23535.54","PAID"
"611","1158","2026-03-03","2026-02-13","CHF","12958.56","PAID"
"612","1136","2026-01-14","2026-06-06","USD","6131.37","OVERDUE"
"613","1064","2026-01-27","2026-07-21","JPY","19630.68","PAID"
"614","1064","2026-05-13","2026-04-17","EUR","8917.36","PAID"
"615","1060","2026-01-16","2026-05-18","USD","9105.61","OPEN"
"616","1077","2026-04-24","2026-02-09","GBP","11427.95","OVERDUE"
"617","1165","2026-01-18","2026-02-06","JPY","15554.53","OPEN"
"618","1000","2026-04-02","2026-05-28","GBP","16184.35","OPEN"
"619","1134","2026-05-30","2026-03-09","CHF","1711.06","OVERDUE"
"620","1199","2026-01-20","2026-07-01","EUR","3005.42","OPEN"
"621","1118","2026-06-12","2026-04-28","JPY","5977.53","OVERDUE"
"622","1109","2026-03-11","2026-05-29","EUR","2200.63","OVERDUE"
"623","1129","2026-07-21","2026-02-16","GBP","23791.18","PAID"
"624","1167","2026-07-04","2026-02-26","CHF","21779.48","PAID"
"625","1199","2026-03-09","2026-02-11","CHF","4061","PAID"
"626","1134","2026-01-31","2026-03-20","EUR","16521.65","OVERDUE"
"627","1076","2026-05-11","2026-03-23","GBP","24049.44","OPEN"
"628","1028","2026-05-16","2026-04-21","CHF","2102.81","PAID"
"629","1181","2026-03-02","2026-07-21","USD","5515.71","OVERDUE"
"630","1001","2026-04-17","2026-05-13","USD","16906.86","OPEN"
"631","1163","2026-06-29","2026-05-18","EUR","21977.6","OVERDUE"
"632","1050","2026-07-07","2026-05-20","USD","14989.08","OPEN"
"633","1137","2026-05-23","2026-07-08","GBP","12122.33","PAID"
"634","1172","2026-03-31","2026-02-12","GBP","16470.82","OPEN"
"635","1022","2026-06-10","2026-07-02","CHF","14132.63","OPEN"
"636","1159","2026-07-05","2026-04-23","EUR","9324.35","PAID"
"637","1081","2026-03-04","2026-07-08","CHF","7808.14","OPEN"
"638","1167","2026-06-05","2026-02-25","CHF","17872.79","OPEN"
"639","1086","2026-04-06","2026-03-17","JPY","5199.42","OPEN"
"640","1024","2026-06-19","2026-04-09","CHF","2021.07","OPEN"
"641","1161","2026-03-18","2026-05-05","CHF","12767.21","PAID"
"642","1025","2026-03-07","2026-02-14","GBP","3218.82","OVERDUE"
"643","1004","2026-05-07","2026-01-05","CHF","1189.51","OPEN"
"644","1085","2026-02-06","2026-06-26","EUR","9592.29","OPEN"
"645","1100","2026-04-01","2026-07-25","GBP","12710.9","OPEN"
"646","1076","2026-05-23","2026-01-06","CHF","10970.75","OPEN"
"647","1028","2026-02-01","2026-04-22","GBP","12631.69","OPEN"
"648","1040","2026-04-04","2026-07-09","CHF","21419.84","OPEN"
"649","1037","2026-06-09","2026-02-20","GBP","13314.32","PAID"
"650","1178","2026-02-20","2026-01-04","JPY","4297.56","PAID"
"651","1186","2026-07-31","2026-01-23","GBP","6425.48","OVERDUE"
"652","1005","2026-03-07","2026-03-26","GBP","1557.47","PAID"
"653","1198","2026-01-16","2026-01-29","GBP","4642.69","OVERDUE"
"654","1185","2026-06-17","2026-06-10","EUR","16310.31","PAID"
"655","1183","2026-04-19","2026-04-25","EUR","16892.58","PAID"
"656","1090","2026-06-17","2026-07-02","USD","11338.6","PAID"
"657","1090","2026-06-27","2026-07-14","CHF","2443.87","OVERDUE"
"658","1033","2026-07-06","2026-05-01","JPY","8332.38","PAID"
"659","1041","2026-03-16","2026-05-13","EUR","-11453.18","PAID"
"660","1160","2026-07-02","2026-06-13","GBP","760.89","OVERDUE"
"661","1057","2026-02-27","2026-06-25","EUR","646.53","PAID"
"662","1192","2026-06-28","2026-04-15","USD","981.43","PAID"
"663","1127","2026-07-26","2026-06-03","CHF","8979.58","OVERDUE"
"664","1088","2026-02-19","2026-05-30","GBP","6844.01","OPEN"
"665","1197","2026-01-31","2026-07-15","USD","1003.55","OPEN"
"666","1123","2026-06-06","2026-02-26","GBP","9150.31","PAID"
"667","1102","2026-01-29","2026-02-11","GBP","13319.04","OVERDUE"
"668","1179","2026-01-11","2026-01-11","JPY","9493.76","OVERDUE"
"669","1007","2026-01-26","2026-03-15","EUR","7476.65","OVERDUE"
"670","1140","2026-05-02","2026-01-20","GBP","20579.8","OVERDUE"
"671","1047","2026-04-07","2026-07-22","EUR","21585.08","OVERDUE"
"672","1020","2026-04-19","2026-01-11","USD","24708.68","PAID"
"673","1019","2026-07-04","2026-04-21","EUR","12222.66","OPEN"
"674","1124","2026-07-15","2026-04-29","EUR","953.89","OVERDUE"
"675","1113","2026-01-22","2026-01-02","JPY","6946.66","PAID"
"676","1119","2026-01-21","2026-02-04","GBP","3666.36","OPEN"
"677","1123","2026-03-05","2026-01-20","USD","22882.56","PAID"
"678","1141","2026-05-02","2026-04-12","CHF","22243.47","OVERDUE"
"679","1108","2026-03-25","2026-02-02","GBP","11281.47","OVERDUE"
"680","1082","2026-01-09","2026-06-02","GBP","3090.26","PAID"
"681","1156","2026-03-18","2026-04-26","JPY","10890.85","OPEN"
"682","1126","2026-04-09","2026-01-18","USD","15958.84","PAID"
"683","1106","2026-04-22","2026-06-09","JPY","5300.85","OVERDUE"
"684","1141","2026-01-02","2026-07-27","EUR","1068.36","OVERDUE"
"685","1051","2026-03-20","2026-02-11","CHF","9925.52","PAID"
"686","1043","2026-07-17","2026-02-05","JPY","2504.99","OVERDUE"
"687","1188","2026-01-16","2026-05-20","USD","15241.61","OVERDUE"
"688","1103","2026-07-25","2026-04-08","JPY","17013.77","PAID"
"689","1070","2026-05-01","2026-02-04","USD","11308.82","OPEN"
"690","1019","2026-07-07","2026-03-22","CHF","20225.22","OPEN"
"691","1120","2026-05-04","2026-07-27","CHF","23429.98","PAID"
"692","1188","2026-03-10","2026-02-26","CHF","3674.12","OVERDUE"
"693","1080","2026-06-06","2026-03-14","GBP","7966.16","PAID"
"694","1073","2026-01-01","2026-03-23","EUR","21223.39","OVERDUE"
"695","1037","2026-02-28","2026-03-26","JPY","13626.41","OVERDUE"
"696","1077","2026-04-13","2026-06-12","CHF","14346.6","OPEN"
"697","1049","2026-07-10","2026-04-04","EUR","7753.79","PAID"
"698","1030","2026-01-09","2026-07-04","EUR","15725.58","OPEN"
"699","1117","2026-05-06","2026-03-08","JPY","11225.72","PAID"
"700","1008","2026-07-04","2026-01-18","CHF","23309.72","OVERDUE"
"701","1051","2026-05-02","2026-01-21","USD","20582.19","PAID"
"702","1021","2026-07-20","2026-01-10","USD","11276.57","OVERDUE"
"703","1048","2026-04-23","2026-03-12","JPY","3657.96","OPEN"
"704","1179","2026-04-07","2026-03-12","JPY","17180.91","PAID"
"705","1005","2026-03-17","2026-04-28","JPY","16694.8","OVERDUE"
"706","1093","2026-06-13","2026-01-27","EUR","17000.18","OVERDUE"
"707","1130","2026-02-27","2026-03-10","JPY","2937.14","OVERDUE"
"708","1068","2026-06-09","2026-03-09","JPY","17836.24","OPEN"
"709","1024","2026-06-12","2026-05-15","GBP","5361.84","OVERDUE"
"710","1118","2026-04-14","2026-04-29","GBP","22885.54","PAID"
"711","1153","2026-02-13","2026-01-23","GBP","3641.54","PAID"
"712","1037","2026-01-02","2026-01-05","EUR","8211.6","OVERDUE"
"713","1122","2026-02-19","2026-01-28","JPY","10064.77","PAID"
"714","1001","2026-04-15","2026-03-22","USD","13310.11","OPEN"
"715","1157","2026-06-12","2026-05-02","USD","10115.07","PAID"
"716","1110","2026-02-15","2026-04-15","EUR","756.29","OVERDUE"
"717","1152","2026-05-10","2026-05-03","CHF","3130.9","PAID"
"718","1051","2026-04-01","2026-04-04","CHF","9720.89","PAID"
"719","1144","2026-06-03","2026-07-13","USD","10891.36","OVERDUE"
"720","1049","2026-04-05","2026-02-25","USD","4643.01","PAID"
"721","1004","2026-05-16","2026-01-23","EUR","2813.67","PAID"
"722","1177","2026-06-20","2026-03-24","JPY","10294.58","OPEN"
"723","1067","2026-01-28","2026-03-11","CHF","2007.55","PAID"
"724","1098","2026-05-03","2026-02-10","CHF","20684.39","OVERDUE"
"725","1033","2026-03-09","2026-04-05","GBP","13253.06","OPEN"
"726","1159","2026-03-13","2026-03-29","USD","23095.13","OPEN"
"727","1186","2026-04-22","2026-05-27","CHF","12644.35","OPEN"
"728","1063","2026-07-17","2026-04-01","JPY","22000.13","OPEN"
"729","1012","2026-07-13","2026-05-12","EUR","5823.56","OVERDUE"
"730","1097","2026-07-19","2026-04-26","JPY","18501.09","OPEN"
"731","1160","2026-07-13","2026-06-10","EUR","7400.86","OPEN"
"732","1011","2026-04-17","2026-01-12","CHF","24905.42","PAID"
"733","1077","2026-01-04","2026-03-18","CHF","15080.14","OVERDUE"
"734","1086","2026-06-18","2026-06-05","GBP","17548.46","OVERDUE"
"735","1117","2026-02-01","2026-02-05","CHF","3016.77","PAID"
"736","1003","2026-05-23","2026-02-14","CHF","9144.4","OPEN"
"737","1082","2026-04-30","2026-05-15","USD","24119.16","OPEN"
"738","1186","2026-02-08","2026-06-07","EUR","21738.65","PAID"
"739","1023","2026-01-05","2026-04-01","EUR","20422.73","OVERDUE"
"740","1071","2026-07-07","2026-07-06","GBP","3324.22","OPEN"
"741","1070","2026-02-01","2026-01-08","EUR","8173.88","OVERDUE"
"742","1046","2026-01-21","2026-07-12","JPY","18143.37","OPEN"
"743","1194","2026-04-01","2026-04-15","CHF","8574.88","PAID"
"744","1130","2026-06-16","2026-03-27","USD","4001.27","OVERDUE"
"745","1137","2026-06-10","2026-02-06","CHF","13341.54","PAID"
"746","1006","2026-05-31","2026-07-31","CHF","18301.67","OPEN"
"747","1186","2026-04-20","2026-07-17","JPY","8835.8","OVERDUE"
"748","1092","2026-03-24","2026-01-15","JPY","20437.97","OPEN"
"749","1073","2026-05-15","2026-01-23","CHF","11696.29","OPEN"
"750","1069","2026-06-06","2026-06-04","JPY","24041.97","PAID"
"751","1145","2026-04-15","2026-01-30","EUR","2092.29","OVERDUE"
"752","1054","2026-04-10","2026-06-03","GBP","401.91","OVERDUE"
"753","1074","2026-01-22","2026-02-14","USD","16586.02","OPEN"
"754","1014","2026-07-09","2026-07-22","CHF","21927.11","PAID"
"755","1156","2026-02-12","2026-07-16","GBP","8565.56","OVERDUE"
"756","1180","2026-07-17","2026-02-19","USD","11631.62","PAID"
"757","1033","2026-03-22","2026-07-01","EUR","24418.58","OPEN"
"758","1129","2026-04-21","2026-03-11","USD","8249.3","OPEN"
"759","1121","2026-02-08","2026-04-29","EUR","6510.77","OVERDUE"
"760","1054","2026-06-18","2026-07-03","CHF","3595.56","OPEN"
"761","1034","2026-07-26","2026-01-04","CHF","12074.02","OVERDUE"
"762","1103","2026-01-22","2026-03-31","GBP","14511.38","OPEN"
"763","1137","2026-05-08","2026-06-27","EUR","15265.5","OPEN"
"764","1151","2026-05-24","2026-07-20","JPY","2481.43","OVERDUE"
"765","1118","2026-07-29","2026-04-16","GBP","15012.4","OVERDUE"
"766","1110","2026-03-07","2026-04-23","USD","12540.28","OVERDUE"
"767","1016","2026-01-29","2026-03-11","JPY","18416.33","PAID"
"768","1039","2026-01-07","2026-04-05","CHF","8991.18","PAID"
"769","1059","2026-01-15","2026-01-07","GBP","4588.76","OVERDUE"
"770","1022","2026-07-15","2026-07-29","GBP","448.02","OPEN"
"771","1058","2026-03-06","2026-02-18","EUR","16752.32","PAID"
"772","1109","2026-05-12","2026-01-26","USD","5248.32","OPEN"
"773","1193","2026-01-12","2026-01-23","EUR","7788.51","OPEN"
"774","1048","2026-04-17","2026-02-20","JPY","1261.22","OVERDUE"
"775","1043","2026-03-13","2026-04-15","EUR","4097.52","OVERDUE"
"776","1146","2026-02-15","2026-04-09","GBP","11404.37","OVERDUE"
"777","1091","2026-07-12","2026-06-10","JPY","18884.43","OVERDUE"
"778","1175","2026-07-07","2026-05-30","JPY","13437.94","PAID"
"779","1161","2026-07-29","2026-06-25","JPY","21930.67","OPEN"
"780","1056","2026-05-14","2026-07-07","EUR","17458.36","OVERDUE"
"781","1169","2026-05-16","2026-04-03","USD","12231.25","OPEN"
"782","1119","2026-04-12","2026-07-23","GBP","12703.18","PAID"
"783","1091","2026-06-17","2026-05-14","GBP","20431.92","PAID"
"784","1045","2026-05-16","2026-03-23","CHF","21353.07","OPEN"
"785","1056","2026-07-05","2026-02-09","CHF","10596.16","OPEN"
"786","1048","2026-02-27","2026-04-05","USD","23074.06","PAID"
"787","1102","2026-07-03","2026-05-12","EUR","6614.09","OVERDUE"
"788","1169","2026-02-23","2026-04-14","USD","24504.12","PAID"
"789","1000","2026-01-11","2026-03-30","USD","7686.42","OPEN"
"790","1122","2026-06-14","2026-02-05","EUR","15495.48","OVERDUE"
"791","1104","2026-02-09","2026-06-06","USD","8104.23","PAID"
"792","1155","2026-06-12","2026-04-18","GBP","18003.21","PAID"
"793","1126","2026-05-28","2026-05-02","EUR","8668.27","PAID"
"794","1044","2026-01-06","2026-01-21","USD","10357.83","PAID"
"795","1018","2026-04-07","2026-06-29","CHF","22326.29","PAID"
"796","1012","2026-06-09","2026-01-16","GBP","15358.53","PAID"
